Hotel Name,Advertised Price,Total Price
Broadway Plaza Hotel,The price is $368,$437 total
Doxie Hotel,The price is $368,$426 total
Hyatt House Jersey City,The price is $369,$430 total
The Benjamin Royal Sonesta New York,The price is $369,$473 total
The Gallivant Times Square,The price is $369,$444 total
SoHo 54 Hotel,The price is $369,$461 total
Sheraton Tribeca New York Hotel,The price is $369,$427 total
TownePlace Suites by Marriott New York Manhattan/Chelsea,The price is $369,$427 total
Pod Brooklyn,The price is $369,$450 total
Hyatt Regency JFK Airport at Resorts World New York,The price is $369,$456 total
The Ridge Hotel,The price is $369,$496 total
Moxy NYC Times Square,The price is $370,$462 total
Courtyard by Marriott New York Manhattan/Midtown West,The price is $370,$428 total
Selina Chelsea,The price is $372,$452 total
The Solita Soho Hotel,The price is $373,$454 total
Four Points By Sheraton New York Downtown,The price is $373,$432 total
Fairfield Inn New York Manhattan/Financial District,The price is $373,$432 total
Canopy by Hilton Jersey City Arts District,The price is $373,$435 total
"Staypineapple, An Artful Hotel, Midtown",The price is $376,$464 total
Placemakr Wall Street,The price is $376,$537 total
Hampton Inn Brooklyn/Downtown,The price is $376,$435 total
Millennium Downtown New York,The price is $377,$471 total
"The Lexington Hotel, Autograph Collection",The price is $377,$471 total
YOTEL New York Times Square,The price is $378,$480 total
Pestana CR7 Times Square,The price is $378,$463 total
HGU New York,The price is $378,$438 total
Pod 39,The price is $379,$461 total
Wyndham Garden Chinatown,The price is $379,$438 total
Aloft New York Brooklyn,The price is $379,$440 total
The George,The price is $379,$434 total
The Modernist Hotel,The price is $379,$458 total
Pestana Park Avenue,The price is $379,$461 total
"Hotel Indigo NYC Financial District, an IHG Hotel",The price is $379,$440 total
"Holiday Inn NYC - Lower East Side, an IHG Hotel",The price is $379,$440 total
Washington Square Hotel,The price is $385,$446 total
Omni Berkshire Place,The price is $386,$481 total
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",The price is $386,$449 total
The Garden City Hotel,The price is $386,$458 total
Courtyard by Marriott New York Downtown Manhattan/Financial District,The price is $386,$447 total
"Holiday Inn Express - New York City Chelsea, an IHG Hotel",The price is $389,$469 total
"Holiday Inn Express New York City Times Square, an IHG Hotel",The price is $389,$467 total
DoubleTree by Hilton Hotel New York City - Chelsea,The price is $389,$449 total
The Wall Street Inn,The price is $389,$450 total
The Shoreham Hotel,The price is $389,$461 total
Courtyard Jersey City Newport,The price is $389,$454 total
Cambria Hotel New York - Chelsea,The price is $390,$451 total
Residence Inn by Marriott New York Downtown Manhattan/Financial District,The price is $390,$451 total
Hilton New York Fashion District,The price is $391,$452 total
The Shelburne Sonesta New York,The price is $391,$497 total
The Gotham Hotel,The price is $391,$480 total
The Manhattan at Times Square Hotel,The price is $391,$493 total
Hyatt Herald Square New York,The price is $393,$477 total
OYO Times Square,The price is $398,$504 total
Fitzpatrick Manhattan Hotel,The price is $398,$483 total
The Lex NYC,The price is $399,$494 total
Sanctuary Hotel New York,The price is $399,$487 total
"Club Quarters Hotel, World Trade Center",The price is $399,$461 total
World Center Hotel,The price is $399,$461 total
The Lombardy Hotel,The price is $399,$473 total
Hotel Le Bleu,The price is $400,$462 total
"Martinique New York on Broadway, Curio Collection by Hilton",The price is $400,$509 total
Hampton Inn Manhattan-Chelsea,The price is $404,$467 total
Hyatt Grand Central New York,The price is $404,$513 total
HI New York City,The price is $404,$404 total
Courtyard by Marriott New York JFK Airport,The price is $404,$467 total
Fairfield Inn & Suites New York Manhattan/Times Square South,The price is $404,$467 total
W Hoboken,The price is $404,$463 total
CODA Williamsburg,The price is $405,$525 total
INNSiDE by Meliá New York Nomad,The price is $405,$508 total
Dream Downtown,The price is $405,$518 total
"Holiday Inn Express New York City- Wall Street, an IHG Hotel",The price is $408,$490 total
Fairfield Inn & Suites New York Manhattan/Downtown East,The price is $408,$472 total
The Belvedere Hotel,The price is $409,$498 total
Residence Inn by Marriott Jersey City,The price is $409,$477 total
"Distrikt Hotel New York City, Tapestry Collection by Hilton",The price is $413,$500 total
Comfort Inn Manhattan - Midtown West,The price is $413,$478 total
Fathoms Hotel & Marina,The price is $414,$462 total
La Quinta Inn & Suites by Wyndham Times Square South,The price is $416,$502 total
The Marmara Park Avenue,The price is $416,$544 total
"Holiday Inn New York City - Wall Street, an IHG Hotel",The price is $417,$501 total
