Hotel Name,Advertised Price,Total Price
Courtyard by Marriott Edgewater NYC Area,The price is $284,$326 total
Wyndham Garden Brooklyn Sunset Park,The price is $284,$339 total
Courtyard Jersey City Newport,The price is $284,$331 total
Aloft Secaucus Meadowlands,The price is $284,$334 total
"Holiday Inn New York City - Wall Street, an IHG Hotel",The price is $284,$349 total
"Hotel Indigo NYC Financial District, an IHG Hotel",The price is $284,$331 total
Hilton Garden Inn New York/Manhattan-Midtown East,The price is $284,$329 total
Hilton Garden Inn New York/Midtown Park Ave,The price is $284,$329 total
Hampton Inn NY-JFK,The price is $284,$330 total
Hilton Garden Inn Queens/JFK Airport,The price is $284,$330 total
Radio Hotel,The price is $285,$331 total
TownePlace Suites by Marriott New York Long Island City/Manhattan View,The price is $286,$332 total
Moxy NYC Chelsea,The price is $286,$362 total
"Crowne Plaza JFK Airport New York City, an IHG Hotel",The price is $286,$334 total
Millennium Downtown New York,The price is $287,$368 total
Fairfield Inn & Suites New York Manhattan/Downtown East,The price is $287,$333 total
Four Points By Sheraton New York Downtown,The price is $288,$334 total
The James New York - NoMad,The price is $289,$381 total
Hotel Mulberry,The price is $289,$335 total
7privateroom Jacuzzimassage Sitparking15mins2ny,The price is $293,$405 total
Park Terrace Hotel,The price is $293,$340 total
Courtyard by Marriott Secaucus Meadowlands,The price is $293,$345 total
Wingate by Wyndham New York Midtown South/5th Ave,The price is $293,$340 total
"The Time New York, part of JdV by Hyatt",The price is $293,$374 total
Millennium Premier New York Times Square,The price is $293,$415 total
"The Bernic Hotel New York City, Tapestry Collection by Hilton",The price is $293,$340 total
Residence Inn Secaucus Meadowlands,The price is $293,$345 total
Hyatt Grand Central New York,The price is $294,$386 total
"Holiday Inn NYC - Lower East Side, an IHG Hotel",The price is $294,$342 total
The Flat NYC,The price is $295,$342 total
"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",The price is $296,$343 total
Courtyard by Marriott New York JFK Airport,The price is $296,$343 total
Archer Hotel New York,The price is $296,$343 total
Fairfield Inn by Marriott New York Manhattan/Times Square,The price is $296,$343 total
Hotel 32 32,The price is $296,$372 total
The Gatsby Hotel,The price is $297,$389 total
New York Hilton Midtown,The price is $297,$378 total
Untitled at 3 Freeman Alley,The price is $297,$378 total
Motto by Hilton New York City Chelsea,The price is $297,$379 total
Hampton Inn Manhattan-Seaport-Financial District,The price is $298,$345 total
Fitzpatrick Grand Central,The price is $298,$368 total
Hilton Garden Inn New York/West 35th Street,The price is $298,$346 total
Hilton New York Fashion District,The price is $298,$346 total
Executive Hotel Le Soleil New York,The price is $299,$362 total
Ace Hotel New York,The price is $299,$387 total
citizenM New York Times Square,The price is $299,$347 total
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,The price is $299,$347 total
The Shoreham Hotel,The price is $299,$358 total
Residence Inn Marriott New York Downtown Manhattan/WTC Area,The price is $299,$349 total
Pod Brooklyn,The price is $299,$370 total
Aloft Long Island City - Manhattan View,The price is $299,$347 total
Radisson Hotel New Rochelle,The price is $299,$357 total
King Room in Brooklyn,The price is $300,$344 total
Ravel Hotel Trademark Collection by Wyndham,The price is $300,$348 total
The Nolitan,The price is $300,$377 total
Arlo NoMad,The price is $301,$377 total
LIC Hotel,The price is $302,$351 total
Hyatt Place New York/Yonkers,The price is $303,$348 total
Red Lion Inn & Suites Long Island City,The price is $303,$351 total
Americana Inn,The price is $304,$367 total
Hampton Inn Manhattan/Times Square South,The price is $305,$353 total
City Club Hotel,The price is $305,$378 total
Best Western Gregory Hotel,The price is $305,$353 total
SpringHill Suites by Marriott New York Midtown Manhattan/Park Avenue,The price is $305,$354 total
Renaissance New York Chelsea Hotel,The price is $305,$389 total
Hotel 369 Brooklyn,The price is $305,$354 total
"Holiday Inn Westbury - Long Island, an IHG Hotel",The price is $305,$341 total
Hotel Hendricks,The price is $305,$388 total
The Lex NYC,The price is $305,$387 total
The Marmara Park Avenue,The price is $305,$417 total
Element New York Times Square West,The price is $305,$354 total
Best Western Brooklyn-Coney Island Inn,The price is $306,$355 total
Iberostar 70 Park Avenue,The price is $307,$381 total
Courtyard by Marriott New York Manhattan/Times Square,The price is $307,$356 total
Sanctuary Hotel New York,The price is $309,$384 total
Hilton New York JFK Airport,The price is $309,$358 total
CIVILIAN Hotel,The price is $309,$358 total
Hyatt Place New York City/Times Square,The price is $309,$358 total
"InterContinental New York Barclay, an IHG Hotel",The price is $309,$405 total
"Park South Hotel, part of JdV by Hyatt",The price is $309,$393 total
Hyatt Centric Midtown 5th Avenue New York,The price is $309,$358 total
Castle Hotel & Spa,The price is $309,$353 total
